State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
Uttar Pradesh,Azamgarh,307.36,730.13,2375.45,330.47,1161.7,3515.33,0.03,0.04,1343.75,0,0,0,0.03,0.04,1343.75,0.16,0.31,1931.25,6.44,10.81,1679.25,0,0,0,3.26,8.26,2533.91,4.65,4.89,1052.05,6.94,5.96,858.46,7.88,8.29,1052.04,0.5,0.5,1014.06,0.09,0.03,298.85,2.48,3.46,1399.43,0,0,0,0,0,0,0.03,0.01,600,0.02,0.02,1411.76,0,0,0,0,0,0,25.56,155.61,6087.1,0,0,0,0,0,0,6.06,1.09,0
Uttar Pradesh,Lucknow,51.62,139.73,2707,81.59,266.23,3263,2.1,2.13,1011.41,0,0,0,2.1,2.13,1011.41,0.8,0.9,1127.82,1.62,1.88,1166.56,0,0,0,0.22,0.58,2624.43,0.93,0.88,942.18,0.75,0.88,1177.1,9.91,9.6,968.82,0.09,0.08,943.82,0.84,0.36,426.54,4.09,4.75,1162.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,2.08,7808.61,0,0,0,0,0,0,4.41,0.08,0
Uttar Pradesh,Unnao,94.99,199.19,2097,244.36,798.32,3267,3.37,3.32,985.18,0,0,0,3.37,3.32,985.18,1.17,0.74,632.71,29.23,65.62,2245.41,0,0,0,1.2,3.13,2622.59,2.97,3.85,1294.99,2.45,2.88,1177.07,34.44,23.06,669.43,2.66,2.3,862.94,11.16,1.29,115.97,17.26,18.94,1097.42,0,0,0,0,0,0,0.02,0.01,590.91,0,0,0,0,0,0,0,0,0,0.61,4.78,7808.82,0,0,0,0,0,0,7.68,0.71,0
Uttar Pradesh,Rae-Bareily,140.34,342.72,2442.01,188.22,661.65,3515.36,7.8,5.76,738.68,0,0,0,7.8,5.76,738.68,0.91,1.2,1312.51,0.55,1.03,1856.48,0,0,0,2.54,6.15,2420.2,6.46,5.79,895.51,6.73,5.57,827.46,24.73,13.86,560.5,1.27,1.26,993.71,3.27,1.32,404.39,7.91,6.03,763,0,0,0,0,0,0,0.07,0.04,603.88,0.06,0.09,1442.95,0,0,0,0,0,0,3.14,17.83,5676.94,0,0,0,0,0,0,6.16,0.49,0
Uttar Pradesh,Sitapur,163.87,384.1,2344,210.93,685.96,3252,3.46,3.5,1011.56,0,0,0,3.46,3.5,1011.56,2.36,2.03,862,9.97,9.12,915.23,0,0,0,0.64,1.67,2622.26,0.5,0.47,942.46,2.87,6.31,2197.91,31.48,22.82,724.94,2.31,2.2,954.03,10.07,3.14,311.98,26.63,25.24,947.74,0,0,0,0,0,0,0.02,0.01,611.11,0,0,0,0,0,0,0,0,0,153.46,1158.91,7552,0,0,0,0,0,0,3.87,0.25,0
Uttar Pradesh,Hardoi,149.8,377.21,2518,314.43,1155.22,3674,4.83,7.53,1559.03,0,0,0,4.83,7.53,1559.03,3.39,4.39,1292.37,36.16,87.71,2425.74,0,0,0,1.7,5.1,3010.62,1.33,1.25,942.06,1.62,1.91,1176.83,33.48,24.4,728.63,8.54,9.06,1061.04,17.72,12.58,710.02,13.38,15.25,1139.59,0,0,0,0,0,0,0,0,666.67,0.49,0.71,1446.25,0,0,1000,0,0,0,37.34,282.07,7553.2,0,0,0,0,0,0,9.75,0.5,0
Uttar Pradesh,Kheri,181.78,568.24,3126,188.6,775.53,4112,0.04,0.04,1023.26,0,0,0,0.04,0.04,1023.26,0.64,0.72,1128.13,8.41,12.96,1541.1,0,0,0,0.52,1.36,2622.35,0.4,0.38,940.15,0.87,1.02,1176.47,20.45,15.84,774.57,6.49,5.18,798.98,3.69,0.7,188.99,27.06,25.04,925.18,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,248.13,2002.65,8070.8,0,0,0,0,0,0,1.39,0.09,0
Uttar Pradesh,Faizabad,220.25,643.48,2921.54,227.07,897.2,3951.24,2.6,1.88,724.08,0,0,0,2.6,1.88,724.08,0.01,0.02,2000,3.59,6.96,1938.7,0,0,0,1.01,2.87,2846.53,2.91,2.19,753.61,4.55,3.45,758.8,16.76,14.72,878.51,0,0,0,0.05,0.02,294.12,7.62,6.25,819.45,0,0,0,0,0,0,0.01,0.01,600,0,0,0,0,0,0,0,0,0,31.94,242.55,7594.51,0,0,0,0,0,0,7.67,0.53,0
Uttar Pradesh,Gonda,232.55,556.96,2394.98,237.01,765.09,3228.03,0,0,1000,0,0,0,0,0,1000,0,0,0,51,65.22,1278.78,0,0,0,0.74,2.11,2846.36,1.12,1.17,1047.24,14.61,10.75,735.69,45.96,42.45,923.63,0.03,0.03,1000,0.37,0.11,293.48,25.71,22.96,892.99,0,0,0,0,0,0,0.05,0.03,588.24,0,0,0,0,0,0,0,0,0,123.7,847.91,6854.44,0,0,0,0,0,0,5.06,1.71,0
Uttar Pradesh,Bahraich,239.92,612.52,2553.03,236.37,850.34,3597.53,0.05,0.07,1240.74,0,0,0,0.05,0.07,1240.74,0.02,0.05,1916.67,92.37,154.36,1671.19,0,0,0,0.38,1.08,2846.97,0.34,0.36,1049.71,5.3,3.53,665.41,70.8,115.9,1636.94,1.86,1.88,1012.92,0.82,0.24,295.26,10.58,9.18,867.49,0,0,0,0,0,0,0.21,0.12,604.88,0,0,0,0.05,0.04,784.31,0,0,0,30.6,216.28,7068.55,0,0,0,0,0,0,2.71,0.92,0
Uttar Pradesh,Sultanpur,160.48,463.45,2887.88,187.46,744.21,3970.09,6.52,4.72,724.31,0,0,0,6.52,4.72,724.31,0.39,0.78,1972.56,5.35,9.28,1735.2,0,0,0,1.59,4.53,2846.06,3.33,2.51,753.98,7.31,5.54,758.66,28.8,26.25,911.59,0.03,0.03,1000,0.68,0.2,294.88,4.42,3.62,819.45,0,0,0,0,0,0,0.08,0.05,604.15,0.11,0.16,1443.31,0,0,0,0,0,0,10.35,66.7,6441.11,0,0,0,0,0,0,7.85,0.96,0
Uttar Pradesh,Pratapgarh,96.36,227.79,2364,148.32,469.72,3167,3.3,2.67,809.57,0,0,0,3.3,2.67,809.57,9.44,7.4,783.56,0.6,1.35,2251.25,0,0,0,0.98,2.71,2768.37,3.35,3.93,1172.49,6.1,5.18,848.08,15.73,11.48,729.51,0,0,1000,0.14,0.04,286.71,1.31,1.64,1251.91,0,0,0,0,0,0,0.01,0.01,888.89,0,0,0,0,0,0,0,0,0,0.83,3.05,3672.77,0,0,0,0,0,0,5.63,0.57,0
Uttar Pradesh,Barabanki,181.6,520.66,2867,168.35,677.09,4022,1.24,0.9,724.86,0,0,0,1.24,0.9,724.86,0.55,1.09,1972.83,4.45,8.31,1869.38,0,0,0,0.06,0.19,2846.15,0.78,0.59,753.53,1.93,1.46,758.82,24.97,19.34,774.72,0.18,0.18,1011.11,0.17,0.05,296.97,20.62,16.91,819.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,73.55,7947.6,0,0,0,0,0,0,14.96,0.37,0
Uttarakhand,Nainital,132.39,462.89,3496.51,127.2,519.73,4085.96,0,0,0,0,0,0,0,0,0,0,0,0,3.46,4.59,1325.25,1.9,3.11,1634.79,0.71,1.04,1462.83,0.39,0.35,890.03,0,0,1000,6.54,6.21,948.94,0.13,0.18,1379.85,0.01,0,133.33,4.16,4.51,1084.05,0,0,0,0,0,0,0,0,0,0,0,0,6.12,8.54,1395,0,0,0,17.77,122.65,6900,0,0,0,5.7,10.84,16.54,3.98,0.61,9.55
Uttarakhand,Almorah,28.79,36.67,1273.68,45.16,61.66,1365.53,0,0,0,0,0,0,0,0,0,0,0,0,2.16,2.83,1307.12,36.92,40.28,1091.07,4.04,4.15,1027.45,0.06,0.04,609.37,0.1,0.05,546.39,8.65,7.47,864.26,0,0,1000,0.15,0.04,261.44,1.35,1.14,842.34,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.46,948.13,0,0,0,0,0,0,0,0,0,0.12,3.52,3.63,1.25,0.97,0.02
Uttarakhand,Pithorgarh,26.3,33.83,1286.44,27.44,50.85,1852.93,0,0,0,0,0,0,0,0,0,0,0,0,2.75,4.15,1506.9,11.92,19.79,1659.87,4.38,6.28,1434.77,0.01,0.01,666.67,0.03,0.01,500,10.12,10.43,1031.13,0.03,0.04,1400,0.06,0.02,269.84,1.34,1.37,1021.58,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.39,1136.41,0,0,0,0,0.03,6900,0,0,0,0.04,3.67,3.71,1.25,0.71,0.08
Uttarakhand,Chamoli,19.59,27.22,1389.64,24.31,33.63,1383.14,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.62,1750,16.21,23.91,1474.95,3.25,4.15,1277.85,0,0,0,0.37,0.29,777.78,2.78,3.05,1094.93,0,0,0,0.03,0.01,172.41,0.78,0.28,358.61,0,0,0,0,0,0,0,0,0,0,0,0,0.73,0.62,853.22,0,0,0,0,0,0,0,0,0,0.01,2.52,2.53,2.14,0.09,0
Uttarakhand,Uttar Kashi,10.25,17.57,1714.51,10.67,17.71,1660.01,0,0,0,0,0,0,0,0,0,0,0,0,0.47,1.26,2665.25,5.23,9.22,1762.67,0.24,0.5,2049.18,0,0,600,0.45,0.41,924.11,4.49,4.17,927.86,0,0,0,0.7,0.24,336.65,0.98,0.55,557.83,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.19,984.04,0,0,0,0,0,0,0,0,0,1.02,3.35,4.37,2.89,0.04,0
Uttarakhand,Tehri Garhwal,10.41,20.49,1966.97,20.69,32.75,1583,0,0,0,0,0,0,0,0,0,0,0,0,2.11,4.75,2252.97,11.08,17.55,1583.48,2.07,2.63,1271.24,0,0,600,1.54,1.75,1132.77,8.51,5.3,623.21,0,0,0,0.51,0.16,314.96,0.79,0.43,540.61,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.41,680.67,0,0,0,0,0,0,0,0,0,0.02,2.73,2.75,0.97,0.16,0
Uttarakhand,Garhwal,10.02,13.87,1384.61,13.44,21.2,1576.88,0,0,0,0,0,0,0,0,0,0,0,0,2.22,4.59,2064.84,17.08,23.05,1349.75,3.93,5.81,1476.74,0.03,0.02,655.17,0.67,0.53,801.5,6.72,3.59,534,0,0,1000,0.05,0.01,200,1.99,0.71,358.07,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.15,510.14,0,0,0,0,0,0,0,0,0,0.1,1.87,1.97,0.65,0.87,0.13
Uttarakhand,Dehradun,9.29,19.56,2105.25,16.85,39.43,2340.32,0,0,0,0,0,0,0,0,0,0,0,0,6.75,18.53,2746.74,1.17,1.94,1660.39,0.58,0.9,1552.86,0.02,0.01,833.33,0.31,0.27,882.35,3.1,3.23,1042.59,0.01,0.02,1416.67,0.09,0.02,270.59,0.81,0.79,972.91,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,500,0,0,0,3.88,26.2,6750.01,0,0,0,2.88,4.5,7.37,0.74,0.05,1.94
Assam,Cachar,220.46,410.15,1860.41,0.05,0.08,1388.89,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.25,1675.68,0,0,0,0,0,0,0.06,0.03,525.42,0.26,0.16,596.15,6.54,6.54,999.69,0,0,0,0.18,0.09,534.09,2.12,0.91,430.53,0,0,0,0.01,0,428.57,0.05,0.01,250,0,0,0,0,0,0,0,0,0,0.45,1.56,3470.89,0.11,0.01,66.67,10.23,18.37,28.6,5.23,0.1,0.1
Assam,Darrang,325.73,705.38,2165.54,1.19,1.24,1043.7,0,0,0,0,0,0,0,0,0,0,0,0,7.41,43.69,5899.14,0,0,0,0,0,0,0.35,0.22,633.52,1.03,0.92,892.23,20.65,18.85,913.06,0,0,0,1.72,1.22,709.96,42.4,26.97,636.03,0,0,0,0.06,0.03,583.33,0.86,0.57,662,0,0,0,0,0,0,0,0,0,3.88,14.55,3752.22,0.01,0,124.62,13.26,41.92,55.18,21.26,1.5,0.37
Assam,Dibrugarh,141.46,266.26,1882.21,0.01,0.02,1428.57,0,0,0,0,0,0,0,0,0,0,0,0,1.32,0.87,654.83,0,0,0,0,0,0,0.01,0,500,0.14,0.09,673.91,5.76,4.81,833.97,0,0,0,0.13,0.07,531.25,10.81,6.89,637.55,0,0,0,0.01,0,333.33,0,0,500,0,0,0,0,0,0,0,0,0,0.39,1.48,3740,0,0,0,6.79,6.14,12.93,4.39,0.13,0.32
Assam,Goalpara,348.15,763.55,2193.13,5.73,8.32,1451.32,0,0,0,0,0,0,0,0,0,0,0,0,5.21,16.91,3244.51,0,0,0,0,0,0,0.59,0.4,670.7,1.1,0.9,814.12,26.63,19.06,715.81,0,0,0,2.11,1.44,683.89,62.98,40.46,642.48,0,0,0,0.1,0.06,574.64,1.15,0.64,556.33,0,0,0,0,0,0,0,0,0,1.07,4.01,3739.67,0.01,0,76.8,17.91,39.08,56.99,16.74,1.93,0.22
Assam,Kamrup,427.41,1051.16,2459.38,5.9,8.78,1488.31,0,0,0,0,0,0,0,0,0,0,0,0,1.43,5.34,3732.87,0,0,0,0,0,0,0.48,0.33,688.02,0.68,0.7,1036.98,32.89,23.35,709.91,0,0,0,1.57,1.08,687.06,51.51,32.89,638.52,0,0,0,0.04,0.02,638.89,2.2,1.43,647.91,0,0,0,0,0,0,0,0,0,1.78,5.9,3318.11,0.01,0,96.92,24.77,49.7,74.47,22.61,2.34,0.81
Assam,Karbi Anglong,132.87,255.01,1919.27,1.17,1.62,1385.67,0,0,0,0,0,0,0,0,0,0,0,0,10.48,23.2,2214.22,0,0,0,0,0,0,0.46,0.35,766.88,1.09,0.86,788.02,5.84,3.89,666.67,0,0,0,3.26,2.58,792.64,23.67,8.67,366.46,0,0,0,0.38,0.15,391.53,0.06,0.03,421.87,0,0,0,0,0,0,0,0,0,7.9,27.89,3532.21,0.52,0.05,92.25,6.2,6.97,13.18,1.22,0.3,0
Assam,Lakhimpur,190.66,345.26,1810.82,0.01,0.01,1200,0,0,0,0,0,0,0,0,0,0,0,0,0.46,1.86,4034.63,0,0,0,0,0,0,0.01,0.01,615.38,0.07,0.06,925.37,20.61,14.18,687.72,0,0,0,0.42,0.29,708.43,40.82,28.56,699.82,0,0,0,0.05,0.03,518.52,0.03,0.02,645.16,0,0,0,0,0,0,0,0,0,0.56,2.31,4167.57,0.01,0,75,5.52,20.42,25.94,13.5,0.28,0.06
Assam,North Cachar Hil / Dima hasao,13.79,31.09,2254.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,2.59,750.14,0,0,0,0,0,0,0,0,0,0.44,0.32,720.09,1.28,0.71,552.86,0,0,0,1.02,0.63,613.95,3.05,3.24,1061.99,0,0,0,0.05,0.02,458.33,0,0,0,0,0,0,0,0,0,0,0,0,4.22,21.2,5024.01,0.06,0.01,94.43,11.78,2.98,14.77,1.92,0.05,0
Assam,Nagaon,286.16,709.39,2478.97,3.38,4.13,1221.07,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.92,2635.71,0,0,0,0,0,0,0.22,0.16,709.09,0.55,0.46,819.82,10.03,7.21,719.07,0,0,0,1.22,0.58,477.05,25.18,20.53,815.53,0,0,0,0.01,0.01,400,0.57,0.32,560.63,0,0,0,0,0,0,0,0,0,6.98,25.59,3665.74,0.01,0,90,19.37,27.54,46.91,9.5,1.06,0.08
Assam,Sibsagar,330.49,718.15,2172.97,0.14,0.19,1392.59,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.67,1816.94,0,0,0,0,0,0,0.04,0.02,571.43,0.18,0.16,866.67,15.08,10.09,669.41,0,0,0,0.36,0.22,605.56,22.07,13.08,592.77,0,0,0,0.05,0.03,600,0,0,666.67,0,0,0,0,0,0,0,0,0,3.29,9.65,2930.65,0.01,0,64.29,11.51,8.67,20.17,5.17,0.53,0
Himachal Pradesh,Bilashpur,1.43,2.98,2090.34,23.8,37.85,1590.31,0,0,0,0,0,0,0,0,0,0,0,0,24.51,69.07,2818.19,0,0,0,0.13,0.26,1954.55,0.08,0.08,1025.64,0,0,0,0.08,0.06,722.89,0,0,0,0.01,0,428.57,0.11,0.05,482.46,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,1625,0,0,0,0,0,1033.33,0,0,0,0,0,0,0.01,0.06,0
Himachal Pradesh,Chamba,2.49,3,1203.93,18.68,50.28,2691.78,0,0,0,0,0,0,0,0,0,0,0,0,26.75,98.79,3693.05,0,0,800,3.59,6.94,1932.33,0,0,0,0,0,0,4.11,9.48,2310.6,0,0,0,0,0,400,1.61,0.8,494.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45,0.04,0
Himachal Pradesh,Kangra,36.98,56.95,1539.86,147.34,264.38,1794.31,0,0,0,0,0,0,0,0,0,0.05,0.04,735.85,115.75,292.74,2529.11,0,0,1000,2.6,5.02,1928.19,0.12,0.13,1072,0.01,0,416.67,4.23,8.06,1904.94,0,0,0,0.07,0.03,458.21,3.6,2.19,607.21,0,0,0,0,0,0,0.59,0.18,301.35,0,0,0,0.07,0.1,1380.28,0,0,0,0.79,1.25,1585.9,0,0,0,0,0,0,1.84,0.22,0
Himachal Pradesh,Kinnaur,0.01,0.02,1571.43,0.19,0.19,994.62,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.64,3283.51,0.02,0.01,882.35,0.99,1.86,1882.83,0,0,0,0,0,0,0.38,0.8,2113.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
Himachal Pradesh,Kullu,1.34,1.76,1308.04,21.85,34.54,1581.25,0,0,0,0,0,0,0,0,0,0,0,0,15.06,59.12,3925.04,0.2,0.16,807.11,2.43,4.58,1883.63,0.04,0.04,973.68,0,0,0,3.3,7.42,2251.52,0.01,0.02,1266.67,0,0,0,0.89,0.41,456.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0.78,0.03,0
Himachal Pradesh,Lahul & Spiti,0,0,0,0.05,0.08,1415.09,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.06,2761.9,0,0,0,0.44,0.4,893.67,0,0,0,0,0,0,0.36,0.81,2223.14,0,0,0,0,0,0,0.1,0.05,475.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0
Himachal Pradesh,Solan,3.9,9.84,2521.4,27.48,34.15,1242.82,0,0,0,0,0,0,0,0,0,0,0,0,20.93,73.28,3501.31,0,0,0,1.61,2.38,1474.27,0.02,0.03,1041.67,0,0,0,1.72,1.87,1092.13,0,0,0,0.02,0.01,428.57,0.34,0.2,592.92,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,1235.29,0,0,0,0.05,0.1,1960.38,0,0,0,0,0,0,0.07,0.02,0
Himachal Pradesh,Mandi,18.95,32.84,1733.09,61.04,120.39,1972.3,0,0,0,0,0,0,0,0,0,0.02,0.02,739.13,46.59,16.7,358.49,0.7,0.69,978.6,2.34,4.21,1799.06,0.02,0.03,1041.67,0,0,0,4.45,9.44,2123.79,0,0,750,0.01,0.01,545.45,0.4,0.22,547.74,0,0,0,0,0,0,0.21,0.06,291.87,0,0,0,0.44,0.76,1737.93,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0.1,0
Himachal Pradesh,Shimla,1.14,1.04,917.25,14.1,28.15,1996.88,0,0,0,0,0,0,0,0,0,0,0,1000,10.2,31.93,3131.62,0.64,0.9,1408.45,3.12,5.51,1764.65,0,0,1000,0.02,0.01,611.11,5.12,9.9,1933.44,0.01,0.01,757.14,0.01,0,444.44,0.41,0.2,486.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2800,0,0,0,0,0,2100,0,0,0,0,0,0,2.98,0.02,0
Himachal Pradesh,Sirmaur,5.37,6.35,1183.9,28.15,33.58,1192.89,0,0,0,0,0,0,0,0,0,0,0,500,20.82,68.79,3304.86,0.25,0.15,590.55,1.89,2.72,1437.7,0.06,0.07,1046.15,0.01,0.01,466.67,4.32,9.11,2110,0.01,0.01,933.33,0.01,0,428.57,0.86,0.43,500.58,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.02,1500,0,0,0,1.03,2.32,2248.35,0,0,0,0,0,0,0.72,0.1,0
Kerala,Alappuzha,36.33,105.68,2909.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.02,769.23,0,0,0,0.11,0.04,336.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.23,8214.29,0,0,0,0,0,0,0,0,0
Kerala,Kannur,10.07,23.85,2367.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84,0.6,720.5,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,12911.46,0,0,0,0,0,0,0,0,0
Kerala,Eranakulam,5.58,13.35,2392.29,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,2479.13,0.01,0.01,1797.1,0,0,0,0,0,0,0,0,0,0.05,0.07,1391.13,0,0,0,0,0,74.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,2.06,11220.07,0,0,0,0,0,0,0.1,0,0
Kerala,Kottayam,18.09,51.34,2838.85,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,2479.13,0.03,0.05,1797.1,0,0,0,0,0,0,0,0,0,0.07,0.23,3353.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,8.35,11179.64,0,0,0,0,0,0,0.41,0,0
Kerala,Kozhikode,7.73,18.09,2339.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.44,775.89,0,0,0,0,0,312.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,Malappuram,7.79,23.57,3025.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,250,0,0,0,0.06,0.01,197.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,Palakkad,75.28,198.63,2638.64,0,0,0,0,0,0,0,0,0,0.17,0.14,798.85,0,0,0,0.06,0.13,2233.79,0.05,0.05,923.08,0,0,0,0,0,0,0.21,0.32,1560.39,0.16,0.21,1308.18,0.27,0.38,1394.16,0.02,0.01,299.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.75,9624.56,0.08,0.02,282.86,0,0,0,0,0.01,0
Kerala,Kollam,5.01,13.15,2623.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.02,439.02,0,0,0,0.03,0.03,989.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.08,10319.41,0,0,0,0,0,0,0,0,0
Kerala,Thrissur,21.48,69.11,3217.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,178.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerala,Thiruvananthapuram,1.74,4.55,2620.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,961.54,0,0,0,0,0,6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orissa,Balasore,370.15,800.97,2163.91,0.2,0.38,1900,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.73,2281.25,0,0,0,0,0,0,0.2,0.19,950,0.01,0.01,1000,42.1,21.27,505.23,10.91,21.24,1946.84,1.4,0.57,407.14,5.97,2.56,428.81,0,0,0,0.04,0.03,750,0,0,0,0.55,0.7,1272.73,0,0,0,18.87,25.1,1330.15,0.53,4.07,7688.68,0,0,0,22.87,48.27,71.14,1.4,1.2,0
Orissa,Bolangir,284.7,424.44,1490.83,0.2,0.35,1750,0.11,0.07,636.36,0,0,0,0.11,0.07,636.36,0,0,0,7.46,21.33,2859.25,0.33,0.29,878.79,0,0,0,1.34,1.06,791.04,13.34,12.33,924.29,181.83,88.14,484.74,13.67,23.62,1727.87,3.43,1.39,405.25,8,3.44,430,0,0,0,0.12,0.06,500,0.1,0.06,600,1.79,2.18,1217.88,0,0,0,27.11,30.75,1134.27,1.52,11.7,7700,43.56,122.86,2820.48,24.39,61.15,85.54,0.63,9.9,0
