State Name,Dist Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha)
Andhra Pradesh,Krishna,258.73,1031.95,3988.57,0,0,0,0.02,0.02,1000,1.34,5.67,4250.19,1.35,5.69,4211.7,0,0,0,28.83,189.85,6584.08,0,0,0,0,0,0,2.29,4.33,1895.06,2.28,3.1,1360.12,157.81,181.77,1151.79,1.85,5.65,3049.08,0.3,0.07,226.35,0.66,0.15,222.22,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,14.41,253.19,17570.58,10.26,94.57,9218.79,48.36,35.25,728.94,59.87,9.21,69.08,0,0,3.9
Andhra Pradesh,Guntur,224.27,936.37,4175.12,0,0,0,0.35,0.36,1017.14,39.7,197.74,4980.52,40.06,198.1,4945.53,9.54,17.91,1877.68,66.4,674.81,10163.33,0.72,0.91,1263.82,0,0,0,81.56,124.97,1532.19,68.23,47.47,695.68,95.97,90.49,942.86,5.88,21.29,3622.08,4.8,1.47,305.53,0.09,0.04,460.02,0,0,0,1.81,1.92,1064.04,0,0,0,0.18,0.18,1000,0.01,0.02,2000,12.77,25.06,1961.64,0.33,3.17,9517.62,200.1,151.48,757.01,22.37,14.98,37.35,0,0.22,23.35
Andhra Pradesh,S.P.S. Nellore,242.52,1105.54,4558.52,0,0,0,0.24,0.25,1017.29,5.06,5.39,1065.55,5.3,5.64,1063.35,8.61,18.64,2165.73,7.69,49.13,6388.87,0.39,0.6,1547.96,0,0,0,50.97,65.96,1294,34.12,13.61,398.85,28.44,16.68,586.68,13.69,46.4,3388.92,3.47,0.84,240.7,0,0,400,0,0,0,0.86,0.33,389.08,0,0,0,0.49,0.52,1059.66,0,0,0,19.59,71.44,3646.73,1.05,10.54,10031.17,18.34,7.55,411.78,40.46,5.64,46.09,0,0.08,6.45
Andhra Pradesh,Kurnool,109.67,391.52,3570.06,0.02,0.01,687.5,6.04,14.21,2353.98,49.28,85.1,1726.77,55.32,99.31,1795.22,11.05,21.7,1964.29,55.51,304.71,5488.99,0.12,0.2,1638.78,0,0,0,211.99,271.4,1280.22,79.38,34.22,431.14,30.96,28.61,923.95,100.79,153.79,1525.75,2.07,0.56,268.87,2.22,1.17,527.17,0.02,0.01,650,13.21,9.38,709.93,0,0,0,1.64,1.63,989.65,0.34,0.66,1958.33,120.29,167.19,1389.84,0.49,6.19,12627.42,264.92,134.54,507.87,12.52,26.34,38.86,0,17.05,2.74
Andhra Pradesh,Ananthapur,30.91,86.36,2793.52,0.01,0.01,750,18.36,9.79,533,4.55,2,439,22.91,11.78,514.34,5.29,7.07,1336.99,23.27,91.58,3936.22,2.46,5.95,2419.68,0,0,0,74.4,50.59,680,72.81,14.13,194,14.15,5.09,360.13,423.12,454.94,1075.19,0.01,0,222.22,0,0,0,0,0,0,15.16,8.67,572.02,0,0,0,1.95,0.99,504.87,0.03,0.03,1000,440.3,464.64,1055.28,0.09,0.9,10443.02,45.55,23.24,510.22,59.07,22.77,81.84,0.01,1.75,7.89
Andhra Pradesh,Kadapa YSR,54.98,139.76,2542.13,0.01,0.01,714.29,3.97,4.8,1206.9,8.28,5.18,626,12.25,9.98,814.38,9.82,20.48,2085.02,3.37,38.35,11368.52,0.18,0.35,1912.09,0,0,0,97.14,68.97,710,8.96,2.7,301.96,8.55,7.41,867.76,44.37,71.66,1614.99,3.38,1.71,507.85,0,0,0,0,0,0,0.68,0.48,708.64,0.22,0.1,481.48,3.28,6.36,1938.7,0,0.01,2000,52.01,80.48,1547.44,0.28,2.69,9728.62,24.8,3.24,130.46,71.46,15.58,87.04,0,4.36,1.13
Andhra Pradesh,Chittoor,64.81,246.15,3797.99,0,0,0,0.16,0.25,1550,0.02,0.03,1500,0.18,0.28,1543.96,2.1,4.81,2286.12,2.5,13.86,5536.74,6.73,8.52,1266.39,0,0,0,0,0,0,8.01,2.04,254.06,23.94,17.52,731.71,129.53,263.38,2033.29,0.41,0.19,456.1,0,0,0,0,0,0,0.09,0.06,636.36,0.01,0,500,0.63,1.09,1726.27,0,0,0,130.69,264.78,2026.09,18.18,173.74,9558.34,0.5,0.24,480.97,82.79,27.47,110.26,1.32,0.56,15.74
Telangana,Hyderabad,50.34,150.2,2983.71,0.12,0.16,1385.15,8.91,8.7,976.28,1.97,1.99,1011.3,10.88,10.69,982.61,0.07,0.07,1058.48,76.66,196.6,2564.58,0.08,0.09,1140.99,0,0,0,5.36,7.62,1422.27,56.82,42.44,746.8,12.14,7.68,632.13,5.46,12.48,2283.73,0.06,0.01,227.13,0,0,0,0.35,0.28,800.93,1.11,0.6,537,0,0,0,0.2,0.44,2132.94,0.95,1.54,1623.82,0,0,0,1.66,12.98,7801.92,121.8,51.08,419.41,9.78,18.18,27.97,0.49,1.9,4.41
Telangana,Nizamabad,267.21,968.95,3626.14,0.54,0.98,1828.36,0.15,0.14,941.56,3.54,5.14,1453.93,3.69,5.29,1432.56,4.75,5.02,1057.04,71.49,383.45,5364.09,0,0,0,0,0,0,30.43,51.2,1682.76,7.23,7.89,1092.46,13.4,12.73,949.99,0.38,0.84,2229.55,3.88,3.22,829.21,0,0,0,1.36,0.58,423.75,0,0,1000,0,0,0,0.23,0.42,1853.33,73.72,136.87,1856.72,0,0,0,4.72,36.85,7798.41,19.21,8.97,466.83,1.65,3.63,5.29,0,1.49,19.76
Telangana,Medak,180.79,615.82,3406.18,0.72,0.82,1133.22,5.66,5.2,918.26,3.9,5.5,1409.89,9.56,10.7,1118.81,0.1,0.1,1060.61,102.9,360.15,3500.01,0,0,0,0,0,0,10.76,14.52,1350.32,30.83,24.6,797.94,29.33,23.07,786.67,1.12,2.08,1856.4,0.06,0.03,429.47,0,0,0,1.48,0.93,629.91,0.1,0.1,942.86,0,0,0,2.2,4.73,2144.85,16.25,24.4,1501.69,0,0,0,17.37,121.36,6987.63,180,123.38,685.44,1.31,3.95,5.26,1.5,2.99,0.1
Telangana,Mahabubnagar,170.82,420.07,2459.12,0.02,0.03,1366.34,21.9,21.47,980.47,3.4,6.42,1888.03,25.3,27.89,1102.54,0.65,0.73,1121.43,138.08,317.11,2296.62,1.38,1.57,1137.26,0,0,0,20.03,28.97,1446.65,142.96,113.07,790.94,13.99,9.54,681.97,119.95,273.25,2278.09,0.39,0.12,312.92,0,0,0,0.17,0.12,687.79,26.73,25.5,954.2,0,0,0,0.45,0.97,2136,0.26,0.42,1624.02,0,0,0,4.84,39.37,8127.69,275.05,87.19,316.99,7.53,4.74,12.27,0.12,5.3,1.34
Telangana,Nalgonda,415.25,1380.74,3325.09,0,0,0,1.67,0.83,494.31,0.4,0.54,1350.88,2.07,1.37,659.42,0.14,0.1,725.93,1.72,6.07,3518.26,0,0,0,0,0,0,0.28,0.43,1514.08,26.86,16.11,599.85,21.26,11.37,534.74,12.79,24.7,1931.66,0.12,0.02,166.67,0,0,0,0,0,0,0.08,0.08,940.48,0,0,0,0,0.01,2250,0.01,0.01,1571.43,0,0,0,1.62,13.09,8058.25,351.28,149.19,424.69,26.64,3.66,30.3,0,0,1.98
Telangana,Warangal,269.29,783.31,2908.75,0,0,1428.57,0.04,0.03,946.63,1.31,1.56,1186.05,1.35,1.59,1179.74,0.01,0.01,1000,103.07,674.2,6541.12,0,0,0,0,0,0,1.97,2.91,1477.86,9.17,9.15,998.17,18.37,13.16,716.18,17.92,40.96,2285.58,0.34,0.11,322.89,0,0,0,0,0,0,0.01,0.01,954.55,0,0,0,0.26,0.57,2206.7,0.06,0.1,1635.94,0,0,0,0.21,1.75,8399.33,290.51,131.64,453.12,5.26,4.34,9.61,0.04,0.7,0
Telangana,Khammam,161.32,512.4,3176.26,0,0,0,0.01,0.01,914.29,0.59,0.74,1258.83,0.6,0.75,1250.83,0,0,1000,40.99,251.82,6142.77,0,0,0,0,0,0,0.02,0.03,1553.19,4.8,4.05,842.72,16.2,9.85,608.04,4.76,9.75,2046.68,0.25,0.13,510.47,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.05,2118.64,0.02,0.03,1613.86,0,0,0,5.06,38.59,7631.65,143.17,99.72,696.5,16.55,2.09,18.64,0,0.03,0.26
Telangana,Karimnagar,353.68,1182.07,3342.24,0,0,1428.57,0,0,937.5,0.24,0.33,1351.2,0.24,0.33,1348.48,1.91,2.02,1056.98,65.36,336.8,5152.81,0,0,0,0,0,0,1.27,1.85,1457.39,4.68,3.26,696.01,6.23,5.72,917.64,3.23,5.2,1612.06,7.08,3.67,518.38,0,0,0,0,0,0,0.03,0.03,921.88,0,0,0,0.26,0.57,2209.81,2.69,3.78,1404.32,0,0,0,0.3,2.3,7792.55,174.97,101.28,578.83,2.73,1.32,4.05,0.04,0.6,0
Telangana,Adilabad,93.67,249.88,2667.68,2.76,3.78,1370.16,4.79,4.34,904.84,8.82,10.45,1184.4,13.61,14.79,1086.01,1.14,1.2,1057.07,30.18,225.94,7486.25,0,0,0,0,0,0,27.34,40.24,1472.03,47.01,43.19,918.7,12.68,9.3,733.17,1.46,3.26,2236.26,4.12,1.61,391.56,0,0,0,0.5,0.29,567.46,0.1,0.09,931.37,0,0,0,0.02,0.05,2125,58.33,80.14,1373.8,0,0,0,0,0.03,7450,340.98,182.74,535.92,0.35,3.59,3.94,0,0.68,0.31
Karnataka,Bangalore,5.24,15.46,2950.57,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.1,1108.7,12.76,61.27,4801.21,125.46,302.46,2410.8,0,0,0,0.14,0.1,770.37,5.32,4.13,775.54,20.13,14.89,739.68,1.71,2.01,1177.5,2.34,1.15,491.03,0.62,0.08,128.04,0,0,0,2.27,1.76,776.36,0,0,0,0.01,0.01,1000,0,0,0,0,0,0,0.22,1.74,7804.48,0,0,0,37.3,10.68,47.99,0.5,0.09,7.41
Karnataka,Kolar,1.69,5.46,3233.55,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.17,1594.34,59.61,265.2,4448.56,115.08,293.09,2546.9,0,0,0,0.09,0.07,766.67,13.02,13.83,1062.07,27.66,32.37,1170.22,24.17,32.64,1350.66,0.07,0.06,873.24,0.45,0.1,224.67,0,0,0,0.36,0.23,644.44,0,0,0,0.11,0.12,1064.81,0,0,0,0,0,0,0,0,0,0.04,0.03,630,70.44,24.83,95.26,4.75,1.47,2.79
Karnataka,Tumkur,4.86,12.29,2529.02,0.02,0.02,1125,0,0,0,0,0,0,0,0,0,0.02,0.04,1583.33,20.12,58.93,2928.44,144.55,226.84,1569.33,0,0,0,0.35,0.27,771.19,10.96,2.87,262.15,40.69,13.67,335.96,55.3,43.59,788.33,0.33,0.29,878.05,0.32,0.05,156.92,0,0,0,1.52,0.47,308.6,0.23,0.08,344.83,0.1,0.05,454.55,0,0,0,0,0,0,0.92,8.62,9405.02,0.74,0.07,95.63,27.46,4.61,32.07,0.01,0.57,19.84
Karnataka,Mysore,68.14,210.73,3092.59,0,0,0,29.25,23.48,802.78,0.29,0.32,1117.24,29.54,23.8,805.86,1.7,2.98,1751.76,78.6,330.54,4205.46,76.14,136.22,1789.02,0,0,0,3.1,2.37,764.42,2.81,2.26,806.62,165.91,80.93,487.77,8.78,10.27,1170.1,7.91,5.57,704.4,0,0,0,0,0,0,1.34,0.91,678.12,0,0,0,8.59,6.34,737.69,0,0,0,0,0,0,10.94,125.66,11488.57,58.04,24.48,421.79,19.66,18.93,38.59,0.41,4.9,0
Karnataka,Mandya,33.85,100.51,2969.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.29,31.66,3077.18,83.79,140.67,1678.82,0,0,0,0.03,0.02,769.23,1.05,0.68,645.04,51.33,24.17,470.86,0.55,0.46,845.87,6.78,3.82,562.42,0,0,0,0,0,0,0.27,0.18,642.34,0,0,0,0.01,0.01,1000,0,0,0,0,0,0,20.94,234.75,11210,0,0,0,3.79,6.63,10.42,0.03,0.2,1.42
Karnataka,Hassan,21.63,70.09,3241.2,0,0,0,1.03,1.7,1655.98,0.43,0.42,978.87,1.46,2.12,1457.73,0,0,0,82.85,527.89,6371.48,94.63,242.27,2560.25,0,0,0,1.18,0.89,758.71,1.62,1.27,784.83,37.99,12.34,324.72,0.72,0.51,709.14,1.18,0.17,140.32,0.08,0.01,173.33,0,0,0,0.56,0.52,929.73,0,0,0,0.46,0.32,695.84,0,0,0,0,0,0,2.17,27.69,12730.02,0.13,0.07,599.04,6.37,22.91,29.28,14.42,0.08,0
Karnataka,Shimoge,93.52,235.1,2513.97,0,0,0,0.1,0.32,3316.33,0.05,0.05,1177.78,0.14,0.38,2643.36,0.01,0.01,1571.43,71.21,359.3,5045.43,1.05,1.93,1839.35,0,0,0,0.04,0.03,777.78,0.49,0.47,949.08,0.74,0.24,325.17,0.26,0.3,1128.79,0,0,800,0,0,0,0,0,0,0,0,500,0,0,0,0.22,0.48,2251.16,0,0,1500,0,0,0,1.27,11.2,8835.02,1.25,0.79,629.64,11.09,0.3,11.4,0,0,0.05
Karnataka,Chickmagalur,26.9,64.63,2402.86,0,0,0,0.48,0.4,832.29,12.74,11.23,881.62,13.22,11.63,879.84,0,0,0,15.29,45.21,2957.35,52.12,71.44,1370.85,0,0,0,11.27,8.16,723.88,0.51,0.48,948.92,15.65,9.88,630.92,4.22,4.31,1021.83,3.09,2.12,684.87,0.02,0,150,0,0,0,0.09,0.06,647.73,0,0,0,0.65,0.42,638.04,0,0,0,0,0,0,0.94,6.94,7410.03,1.88,0.7,372.14,7.29,15.31,22.6,5.31,5.34,0
Karnataka,Chitradurga,65.99,248.3,3762.79,0.47,0.57,1229.12,9.82,15.64,1591.67,14.19,12.37,871.93,24.01,28.01,1166.38,5.26,6.16,1172.56,270.3,1150.42,4256.05,73.39,137.29,1870.62,0,0,0,38.17,27.13,710.75,21.48,18.54,863.04,16.2,8.2,506.11,108.39,119.94,1106.5,0.19,0.09,443.3,0.06,0.01,161.29,0.72,0.4,547.72,0.29,0.21,742.16,0,0,0,4.08,3.4,833.78,0.06,0.09,1526.32,0,0,0,3.8,41.12,10829.23,15.08,4.76,315.67,22.99,47.2,70.2,0.02,35.43,0.53
Karnataka,Bellary,101.93,388.34,3809.74,0.58,0.77,1317.87,11.27,28.41,2520.32,28.04,58.45,2084.26,39.31,86.86,2209.28,24.47,44.95,1836.9,97.82,376.54,3849.42,11,15.23,1383.84,0,0,0,26.86,26.59,989.91,9.36,7.69,821.75,3.85,2.96,770.13,60.42,90.14,1491.96,0.09,0.17,1898.88,0.04,0.01,170.73,0,0,1000,0.06,0.04,650,0,0,0,8.04,10.31,1282.21,0,0,0,0,0,0,4.41,37.24,8455.01,59.16,35.81,605.22,10.44,10.88,21.32,0,5.75,0
Karnataka,Dharwad,52.59,74.86,1423.5,54.57,35.42,649.01,4.94,6.7,1354.85,165.03,115.79,701.61,169.98,122.49,720.6,2.17,2.88,1327.04,251.61,989.38,3932.23,0.19,0.24,1276.04,0,0,0,237.58,117.33,493.85,5.47,3.76,686.03,113.23,13.05,115.3,78.4,77.18,984.45,0.24,0.25,1024.9,0.04,0.01,175,11.35,6.66,586.7,0.03,0.02,633.33,0.09,0.04,404.26,36.59,21.84,597.09,36.39,30.46,837.18,0,0,0,22.51,186.79,8297.89,148.05,67.14,453.47,18.37,58.21,76.59,1.09,45.26,0.15
Karnataka,Belgaum,64.58,148.63,2301.29,46.35,70.18,1514.29,12.63,29.55,2339.83,132.37,153.58,1160.19,145,183.12,1262.92,7.78,9.42,1210.36,141.2,623.11,4413.1,0.43,0.6,1378.75,0,0,0,112.24,83.71,745.75,6.28,4.28,681.11,43.15,15.01,347.91,32.63,39.93,1223.77,0.08,0.05,619.05,0.14,0.02,166.67,1.46,1.57,1078.93,0,0,750,0.14,0.07,461.54,7.79,9.06,1162.97,76.75,94.49,1231.2,0,0,0,208.73,2062.24,9880,31,18.3,590.43,14.83,25.98,40.81,3.7,4.4,1.37
Karnataka,Bijapur / Vijayapura,0.03,0.09,2866.67,68.7,79.05,1150.69,0.35,1.08,3045.2,256.58,268.49,1046.43,256.93,269.57,1049.18,47.58,57.37,1205.75,113.44,463.19,4083.32,0,0,0,0,0,0,354.62,257.42,725.92,285.57,175.61,614.96,65.13,8.43,129.45,76.21,79.17,1038.85,0.37,0.35,946.38,0,0,0,2.22,1.1,496.17,0,0,0,1.28,0.41,321.32,50.41,50.65,1004.68,0.95,1.11,1170.71,0,0,0,104.12,856.53,8226.66,13.65,6.72,492.02,31.84,39.32,71.16,0,33.77,0.35
Karnataka,Bidar,1.02,1.9,1864.44,4.66,6.23,1338.63,20.33,40.2,1976.93,22.35,21.85,977.54,42.69,62.05,1453.57,2.29,3.32,1450.66,0.87,3.03,3494.81,0,0,0,0,0,0,65.42,57.43,877.8,78.68,129.91,1651.11,67.19,48.71,724.9,0.06,0.07,1078.12,1.05,1.21,1150.48,0.08,0.01,173.33,13.34,17.37,1302.47,0.01,0.01,615.38,0.16,0.06,347.56,0.01,0,454.55,149.03,270.84,1817.35,0,0,0,15.52,115.03,7410,0.49,0.31,629.63,1.46,1.94,3.4,0.08,0.48,0.01
Karnataka,Raichur,167.4,546.61,3265.36,6.93,3.82,551.9,1.5,3.47,2311.13,112.82,129.8,1150.51,114.32,133.27,1165.75,118.91,197.44,1660.32,65.34,235.99,3611.91,0,0,0,0,0,0,187.46,148.33,791.3,55.44,36.92,665.89,39.96,11.27,282.08,52.35,64.8,1237.69,5.45,5.84,1071.34,0.49,0.08,166.32,2.59,1.44,553.84,0.31,0.17,561.69,0.36,0.13,367.4,45.11,35.3,782.5,0,0,0,0,0,0,1.29,12.14,9405.03,92.46,41.67,450.71,8.43,12.99,21.42,0,3.82,0
Karnataka,Gulbarga / Kalaburagi,113.28,362.88,3203.49,11.07,23.02,2078.92,0.76,2.08,2733.6,250.74,338.64,1350.54,251.51,340.72,1354.73,21.16,42.41,2004.68,2.28,8.46,3711.84,0,0,0,0,0,0,226.66,246.02,1085.41,386.84,436.87,1129.31,161.23,97.94,607.47,57.17,63.26,1106.62,6.1,9.84,1612.06,0,0,0,2.01,1.8,893.74,0.01,0.01,666.67,0.02,0.01,347.83,10.92,12.48,1143.03,13.35,26.13,1957.02,0,0,0,2.22,18.3,8245.61,123.77,130.31,1052.86,9.05,11.52,20.57,0.14,3.9,0.06
Karnataka,Dakshina Kannada,80.26,233.13,2904.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.02,3833.33,0,0,0,0,0,0,0,0,0,0,0,0,4.18,1.79,428.81,1.77,4.13,2329.2,0.31,0.27,877.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.1,9409.09,0,0,0,63.73,3.59,67.32,0,0,0.04
Karnataka,Uttara Kannada,62.87,124.24,1976.12,0,0,0,0,0,0,0,0,1000,0,0,1000,0,0,0,9.87,53.79,5450.75,0,0,0,0,0,0,0,0,666.67,0,0,1000,1.87,0.75,404.39,1.68,3.55,2111.11,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0.01,0.01,1571.43,0,0,0,0,0,0,1.21,0.78,647.7,9.95,0.16,10.12,0,0.03,0.03
Karnataka,Kodagu / Coorg,27.17,64.26,2364.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,26.74,7516.3,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,250,0.06,0.07,1111.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,0.3,7.73,0.01,0,0
Tamil Nadu,Chengalpattu MGR / Kanchipuram,193.22,807.43,4178.74,0,0,0,0.02,0.02,1150,0.02,0.03,1086.96,0.04,0.05,1116.28,0.75,1.76,2340.43,0.01,0.04,6666.67,0.49,2.07,4209.35,0,0,0,0,0,0,0.2,0.22,1090,12.78,8.93,698.95,18.18,73.23,4028.5,1.7,0.99,582.2,0,0,0,0,0,0,0.03,0.01,279,0,0,0,0.01,0.02,2000,0,0,0,0,0,0,7.4,71.66,9689.84,0,0,0,0,0,0,0,0,0
Tamil Nadu,South Arcot / Cuddalore,294.85,1267.83,4299.84,0,0,0,1.37,1.56,1138.89,0.26,0.28,1078.12,1.62,1.83,1129.31,34.28,82.53,2407.17,37.72,285.43,7567.6,2.44,7.65,3134.02,0,0,0,0,0,0,0.23,0.25,1092.11,145.84,130.12,892.22,47.14,191.8,4068.9,9.3,5.08,546.5,0,0,0,0,0,0,0.02,0.01,676.06,0,0,0,0.08,0.08,940.48,0,0,0,0,0,0,68.39,736.19,10764.47,19.37,0.01,0.34,0,0,0,0,0.23,0
Tamil Nadu,North Arcot / Vellore,216.65,959.42,4428.49,0,0,0,4.96,7.49,1511.3,0.56,0.6,1078.99,5.51,8.09,1467.62,7.44,17.45,2346.6,5.37,43.83,8166.57,11.62,42.55,3661.13,0,0,0,0.01,0.01,1000,11.05,13.32,1204.76,42.92,31.8,740.83,93.7,280.51,2993.62,2.32,1.37,592.07,0,0,0,0,0,0,0.23,0.09,375.95,0,0,0,0.21,0.36,1757.28,0,0,0,0,0,0,25.27,253.01,10011.87,6.93,0,0.52,0,0,0,0,0.04,0
Tamil Nadu,Salem,73.11,360.43,4929.77,0,0,0,117.12,102.15,872.21,40.25,32.97,818.95,157.37,135.12,858.59,1.87,3.68,1966.86,51.96,475.72,9156.11,65.84,250.35,3802.38,0,0,0,1.1,1.02,925.59,19.77,22.95,1161.22,129.66,94.85,731.56,66.56,179,2689.27,3.92,2.72,694.05,0.28,0.07,232.14,0,0,0,2.97,0.93,312.91,0,0,0,0.03,0.04,1363.64,0,0,0,0,0,0,24.56,222.99,9079.06,37.06,0.02,0.5,0,0,0,0.08,3.28,0
Tamil Nadu,Coimbatore,90.17,195.35,2166.46,0,0,0,27.66,16.81,607.81,18.94,6.06,319.92,46.59,22.87,490.8,0.41,0.91,2218.03,18.09,160.97,8900.04,0.02,0.07,3684.21,0,0,0,2.54,2.35,925.86,0.78,0.85,1092.54,19.18,12.38,645.39,18.26,48.29,2643.83,1.95,1.15,589.65,0,0,0,0,0,0,0.04,0.01,353.84,0,0,0,0.03,0.03,806.45,0,0,0,0,0,0,4.48,37.54,8372.61,0.93,0,0.39,0,0,0,0,2.04,0
Tamil Nadu,Tiruchirapalli / Trichy,99.63,476.51,4782.99,0,0,0,45.73,60.58,1324.74,21.62,14.88,688.24,67.35,75.46,1120.39,2.86,6.69,2342.33,88.69,863.84,9739.86,3.77,11.07,2932.83,0,0,0,0.8,0.74,927,9.67,7.8,806.51,29.27,21.54,735.85,41.18,117.78,2860.05,11.31,6.92,611.5,0,0,0,0,0,0,0.85,0.29,340.88,0,0,0,0.8,1.38,1740.62,0,0,0,0,0,0,18.64,177.5,9521.89,59.88,0.03,0.45,0,0,0,0.28,10.23,0
Tamil Nadu,Thanjavur,520.25,1840.14,3537.05,0,0,0,2.71,1.07,395.14,3.66,0.66,181.06,6.37,1.73,272.19,0.15,0.34,2218.68,10.17,79.52,7817.75,1.76,5.14,2922.44,0,0,0,0.37,0.35,926.66,0.51,0.53,1025.5,208.36,98.27,471.66,20.11,70.45,3503.41,6.28,3.07,488.84,0,0,0,0,0,0,0.11,0.03,310.3,0,0,0,0.01,0.01,1000,0,0,0,0,0,0,8.54,92,10775.01,7.66,0,0.6,0,0,0,0.13,0.61,0
Tamil Nadu,Madurai,36.78,171.29,4656.49,0,0,0,36.3,78.23,2155.34,36.49,64.39,1764.66,72.78,142.62,1959.48,3.53,8.76,2482.72,42.88,362.97,8465.55,0.05,0.19,3795.92,0,0,0,0.36,0.33,925,6.24,7.02,1126.06,48.56,34.03,700.75,9.84,27.59,2803.6,1.82,0.65,360.33,0.01,0,285.71,0,0,0,0.11,0.04,346.56,0,0,0,0.1,0.13,1297.03,0,0,0,0,0,0,6.97,64.88,9303.31,19.67,0.01,0.44,0,0,0,2.14,2.46,0
Tamil Nadu,Ramananthapuram,217.34,438.45,2017.36,0,0,0,5.18,5.9,1138.86,11.77,22.33,1896.72,16.95,28.23,1665.23,1.99,3.93,1976.86,24.82,155.04,6247.74,0.47,2.03,4335.47,0,0,0,0.01,0.01,923.08,0.75,0.82,1092.25,15.47,9.85,636.44,11.18,14.65,1309.96,2.14,0.78,364.7,0,0,0,0,0,0,0.01,0,272.73,0,0,0,2.09,1.75,837.15,0,0,0,0,0,0,5.03,34.06,6774.42,20.03,0.01,0.28,0,0,0,0,1.03,0
Tamil Nadu,Thirunelveli,77,355.16,4612.54,0,0,0,0.32,1.15,3625.79,10.72,13.51,1259.77,11.04,14.66,1327.93,9.75,17.5,1794.97,44.82,164.23,3663.82,0.05,0.22,4440,0,0,0,0.01,0.01,875,0.03,0.04,1090.91,117.88,55.76,472.99,1.18,4.09,3483.4,0.85,0.32,373.52,0,0,0,0,0,0,0,0,333.33,0,0,0,3.38,2.18,645.48,0,0,0,0,0,0,2.57,25.68,10000,10.09,0,0.39,0,0,0,0,2.89,0
